one_hop_head_tail,one_hop_triple_intersection,two_hop_head_tail,two_hop_triple_intersection,three_hop_head_tail,three_hop_triple_intersection,relation_degree_1hop,label,head,relation,tail
1,0,57,56,85,84,58,1,/m/013b2h,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/0p_47
1,0,35,34,70,69,36,1,/m/0125xq,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/09vw2b7
2,0,227,149,337,303,150,1,/m/013t9y,/people/person/places_lived./people/place_lived/location,/m/06y57
0,0,40,0,67,45,99,0,/m/012s5j,/people/person/gender,/m/0gs96
0,0,13,2,55,33,146,0,/m/012x2b,/people/person/profession,/m/0g2lq
0,0,0,0,5,5,79,0,/m/013n60,/music/performance_role/track_performances./music/track_contribution/role,/m/01qbl
2,0,119,67,223,165,68,1,/m/011yg9,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/09c7w0
0,0,0,0,13,4,99,0,/m/0131kb,/people/person/gender,/m/02b7nz
0,0,80,80,139,138,146,0,/m/03gj2,/people/person/profession,/m/02hrh1q
2,0,107,67,196,153,68,1,/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0d060g
0,0,23,0,78,29,51,0,/m/013719,/education/educational_institution/students_graduates./education/education/major_field_of_study,/m/01vz0g4
0,0,12,0,47,19,69,0,/m/012x4t,/music/artist/track_contributions./music/track_contribution/role,/m/03v1s
0,0,0,0,3,3,99,0,/m/0h7x,/people/person/gender,/m/05zppz
1,0,145,144,204,203,146,1,/m/010p3,/people/person/profession,/m/0dxtg
0,0,22,19,60,59,99,0,/m/012c6j,/people/person/gender,/m/07brj
1,0,119,34,233,168,146,0,/m/0140t7,/people/person/profession,/m/010bnr
0,0,0,0,6,1,82,0,/m/011yr9,/film/film/genre,/m/037mjv
0,0,0,0,1,1,82,0,/m/013mzh,/film/film/genre,/m/02l7c8
1,0,119,118,233,232,120,1,/m/01386_,/common/topic/webpage./common/webpage/category,/m/08mbj5d
1,0,5,4,12,11,6,1,/m/012m_,/location/country/official_language,/m/02ztjwg
1,0,39,38,86,84,40,1,/m/012ykt,/people/person/religion,/m/092bf5
1,0,78,77,86,85,79,1,/m/013y1f,/music/performance_role/track_performances./music/track_contribution/role,/m/02g9p4
1,0,117,6,181,143,30,0,/m/0113sg,/influence/influence_node/influenced_by,/m/012c6j
0,0,18,0,66,27,23,0,/m/05vyk,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,/m/09nqf
0,0,1,0,19,12,36,0,/m/01242_,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/0crvfq
1,0,45,21,142,82,23,1,/m/012jfb,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,/m/09nqf
6,0,569,16,699,598,125,0,/m/0126rp,/music/record_label/artist,/m/01309x
0,0,0,0,2,2,150,0,/m/0g26h,/music/genre/artists,/m/01qgry
0,0,0,0,3,3,82,0,/m/07hgm,/film/film/genre,/m/01lrrt
1,0,226,26,282,275,172,0,/m/012g92,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/02nwxc
1,0,149,148,177,176,150,1,/m/01243b,/music/genre/artists,/m/082brv
1,0,68,18,109,103,269,0,/m/0137g1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/03qjg
0,0,0,0,0,0,10,0,/m/018gz8,/soccer/football_team/current_roster./soccer/football_roster_position/position,/m/0dgrmp
2,0,251,117,308,295,118,1,/m/012201,/award/award_winner/awards_won./award/award_honor/award_winner,/m/05yzt_
0,0,0,0,3,2,44,0,/m/01j7rd,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,/m/01wyz92
1,0,98,97,153,152,99,1,/m/0137g1,/people/person/gender,/m/05zppz
1,0,32,31,50,49,33,1,/m/010tkc,/location/hud_county_place/county,/m/0mlyj
0,0,0,0,1,0,57,0,/m/011_6p,/music/performance_role/regular_performances./music/group_membership/role,/m/017j69
1,0,110,29,157,144,82,0,/m/01242_,/film/film/genre,/m/09sb52
1,0,145,144,204,203,146,0,/m/0137hn,/people/person/profession,/m/0gbbt
1,0,67,66,115,114,68,1,/m/011yrp,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/05qhw
0,0,0,0,16,0,29,0,/m/010y34,/base/biblioness/bibs_location/state,/m/0prpt
0,0,31,0,100,37,5,0,/m/011ysn,/film/film/film_festivals,/m/0rgxp
0,0,19,0,106,40,6,0,/m/011xg5,/film/film/edited_by,/m/013h9
1,0,172,15,255,205,23,0,/m/012d40,/people/person/languages,/m/06wxw
0,0,1,1,14,13,40,0,/m/0jm4b,/people/person/religion,/m/0c8wxp
1,0,9,8,37,36,10,1,/m/011x_4,/film/film/film_format,/m/0cj16
0,0,0,0,3,3,21,0,/m/017149,/education/educational_institution/colors,/m/019sc
1,0,98,97,153,152,99,1,/m/0143wl,/people/person/gender,/m/05zppz
0,0,15,0,50,19,79,0,/m/013y1f,/music/performance_role/track_performances./music/track_contribution/role,/m/019fh
0,0,1,0,26,21,24,0,/m/01l03w2,/music/group_member/membership./music/group_membership/role,/m/0342h
0,0,4,0,35,5,4,0,/m/012m_,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,/m/059rby
0,0,1,1,26,25,150,0,/m/011j5x,/music/genre/artists,/m/01f85k
1,0,268,267,326,325,269,1,/m/013w8y,/award/award_nominee/award_nominations./award/award_nomination/award,/m/03tcnt
0,0,15,15,74,73,120,0,/m/03kg2v,/common/topic/webpage./common/webpage/category,/m/08mbj5d
0,0,5,0,38,13,51,0,/m/05vxdh,/education/educational_institution/students_graduates./education/education/major_field_of_study,/m/02bjrlw
0,0,43,43,112,111,172,0,/m/03h64,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/01gvsn
0,0,1,0,26,25,237,0,/m/01q_wyj,/film/actor/film./film/performance/film,/m/02rb84n
2,0,184,34,253,221,35,1,/m/013tcv,/film/director/film,/m/026qnh6
0,0,0,0,3,3,35,0,/m/022_6,/education/educational_institution/students_graduates./education/education/student,/m/07s93v
0,0,0,0,0,0,23,0,/m/01qbl,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,/m/0mr_8
1,0,17,16,18,17,18,1,/m/0142rn,/business/job_title/people_with_this_title./business/employment_tenure/company,/m/06py2
1,0,268,267,326,325,269,1,/m/0126y2,/award/award_nominee/award_nominations./award/award_nomination/award,/m/03t5kl
1,0,236,235,300,299,237,1,/m/013tjc,/film/actor/film./film/performance/film,/m/04hwbq
1,0,32,28,67,58,30,1,/m/0126rp,/influence/influence_node/influenced_by,/m/0p_47
1,0,34,33,72,71,35,1,/m/012fvq,/education/educational_institution/students_graduates./education/education/student,/m/01h320
0,0,0,0,2,2,269,0,/m/0146pg,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01bjv
1,0,74,73,82,81,75,1,/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/institution,/m/0ch280
1,0,268,267,326,325,269,1,/m/013pp3,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0c_dx
1,0,236,235,300,299,237,0,/m/013zs9,/film/actor/film./film/performance/film,/m/0422v0
0,0,12,12,54,48,269,0,/m/012w70,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0f4x7
1,0,149,148,227,226,150,1,/m/014635,/people/person/places_lived./people/place_lived/location,/m/01x73
0,0,43,43,93,92,237,0,/m/09qs08,/film/actor/film./film/performance/film,/m/03clwtw
0,0,0,0,5,4,90,0,/m/0121c1,/location/location/contains,/m/0fb1q
1,0,275,267,354,332,269,1,/m/01438g,/award/award_nominee/award_nominations./award/award_nomination/award,/m/099tbz
0,0,14,3,50,41,172,0,/m/0146mv,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/01vzxld
0,0,1,0,25,12,28,0,/m/0140g4,/film/film/featured_film_locations,/m/033_1p
1,0,236,235,300,299,237,1,/m/0126rp,/film/actor/film./film/performance/film,/m/02ywwy
2,0,336,236,411,398,237,1,/m/01438g,/film/actor/film./film/performance/film,/m/03cffvv
0,0,0,0,3,3,4,0,/m/01qd_r,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,/m/014dgf
0,0,0,0,1,1,75,0,/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/institution,/m/04gc2
0,0,5,5,31,30,227,0,/m/0gnkb,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01wg982
0,0,6,6,33,32,269,0,/m/05qhnq,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01by1l
2,0,27,8,92,42,9,1,/m/0138t4,/education/university/international_tuition./measurement_unit/dated_money_value/currency,/m/01nv4h
1,0,124,123,159,158,125,1,/m/011k1h,/music/record_label/artist,/m/01vv6_6
1,0,81,80,119,118,82,1,/m/0127ps,/film/film/genre,/m/02l7c8
1,0,110,27,150,149,115,0,/m/011yd2,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/02rdyk7
1,0,6,5,7,6,7,1,/m/0146bp,/medicine/disease/risk_factors,/m/0fk1z
0,0,0,0,3,3,150,0,/m/0j3b,/music/genre/artists,/m/01j59b0
2,0,251,117,308,295,118,1,/m/013knm,/award/award_winner/awards_won./award/award_honor/award_winner,/m/07h565
0,0,0,0,1,1,8,0,/m/01400v,/education/field_of_study/students_majoring./education/education/major_field_of_study,/m/0nbrp
1,0,27,26,70,69,28,1,/m/012mrr,/film/film/featured_film_locations,/m/058cm
3,0,256,227,312,309,227,1,/m/0137hn,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/016h9b
0,0,0,0,0,0,150,0,/m/0142rn,/people/person/places_lived./people/place_lived/location,/m/02jx1
1,0,268,267,326,325,269,1,/m/0146pg,/award/award_nominee/award_nominations./award/award_nomination/award,/m/025m8l
0,0,1,0,26,2,57,0,/m/018x3,/music/performance_role/regular_performances./music/group_membership/role,/m/0l14md
0,0,14,2,44,21,23,0,/m/01304j,/people/person/languages,/m/0fdys
1,0,111,11,187,138,24,0,/m/012ycy,/music/group_member/membership./music/group_membership/role,/m/06bnz
0,0,1,0,3,2,118,0,/m/011zd3,/award/award_winner/awards_won./award/award_honor/award_winner,/m/041wm
0,0,47,47,104,103,269,0,/m/01vw20h,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02gdjb
1,0,268,267,326,325,269,1,/m/0144l1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01ckrr
1,0,65,49,164,99,51,1,/m/012fvq,/education/educational_institution/students_graduates./education/education/major_field_of_study,/m/02h40lc
1,0,24,23,50,49,25,1,/m/012wgb,/location/location/adjoin_s./location/adjoining_relationship/adjoins,/m/0j3b
0,0,0,0,10,10,24,0,/m/0n00,/music/group_member/membership./music/group_membership/role,/m/0342h
1,0,20,19,45,44,21,1,/m/01314k,/education/educational_institution/colors,/m/019sc
1,0,38,37,82,78,39,1,/m/011ysn,/film/film/language,/m/03_9r
2,0,74,23,115,104,24,1,/m/0130sy,/music/group_member/membership./music/group_membership/role,/m/0342h
0,0,0,0,0,0,40,0,/m/097ns,/base/popstra/celebrity/dated./base/popstra/dated/participant,/m/06s26c
0,0,8,1,44,24,269,0,/m/012gq6,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01wz01
1,0,34,33,72,71,35,1,/m/013807,/education/educational_institution/students_graduates./education/education/student,/m/0pz04
2,0,143,39,222,187,40,1,/m/011yg9,/film/film/written_by,/m/0159h6
3,0,119,68,209,164,68,1,/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/03rjj
0,0,5,5,27,26,58,0,/m/013b2h,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/04n2vgk
0,0,0,0,4,4,90,0,/m/03y82t6,/location/location/contains,/m/013t85
1,0,14,13,24,23,15,1,/m/012v8,/language/human_language/countries_spoken_in,/m/03rjj
1,0,268,267,326,325,269,1,/m/0136p1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02g3gj
6,0,466,43,591,506,40,1,/m/011yxg,/film/film/written_by,/m/013tcv
0,0,2,2,17,16,115,0,/m/081l_,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/06pj8
0,0,5,5,33,32,146,0,/m/01k23t,/people/person/profession,/m/02hrh1q
2,0,251,226,308,305,227,1,/m/013knm,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01zg98
2,0,100,56,140,106,57,1,/m/013y1f,/music/performance_role/regular_performances./music/group_membership/role,/m/0g2dz
2,0,336,171,411,404,172,1,/m/013_vh,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/031786
0,0,0,0,5,5,269,0,/m/0127xk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/025cbm
0,0,0,0,1,1,269,0,/m/01b4p4,/award/award_nominee/award_nominations./award/award_nomination/award,/m/025m98
1,0,72,71,126,125,73,1,/m/012j5h,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj
1,0,119,118,183,182,120,1,/m/0135xb,/people/person/place_of_birth,/m/01gln9
0,0,0,0,7,6,227,0,/m/04p3c,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0bksh
0,0,2,2,29,28,146,0,/m/011w20,/people/person/profession,/m/0pj8m
0,0,23,4,61,54,237,0,/m/0143wl,/film/actor/film./film/performance/film,/m/0jtg0
1,0,160,110,257,232,112,1,/m/012g92,/people/person/nationality,/m/0f8l9c
1,0,67,66,115,114,68,1,/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/047yc
4,0,151,46,267,165,44,1,/m/0104lr,/location/hud_county_place/place,/m/0104lr
1,0,226,225,282,281,227,1,/m/012x4t,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01vvlyt
0,0,3,3,9,8,75,0,/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/institution,/m/0fm2_
0,0,0,0,0,0,18,0,/m/0142rn,/business/job_title/people_with_this_title./business/employment_tenure/company,/m/03f0324
0,0,81,53,136,130,150,0,/m/014635,/people/person/places_lived./people/place_lived/location,/m/0c_dx
1,0,14,13,39,38,15,1,/m/0143wl,/people/person/employment_history./business/employment_tenure/company,/m/0g5lhl7
1,0,68,66,131,115,68,1,/m/011yrp,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/03gj2
1,0,176,170,246,245,172,1,/m/0146pg,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/07024
1,0,268,22,326,308,40,0,/m/012gq6,/people/person/religion,/m/0gkvb7
2,0,251,117,308,295,118,1,/m/01309x,/award/award_winner/awards_won./award/award_honor/award_winner,/m/028q6
1,0,124,123,159,158,125,1,/m/011k11,/music/record_label/artist,/m/0167xy
0,0,0,0,3,3,237,0,/m/01vnt4,/film/actor/film./film/performance/film,/m/04g9gd
2,0,94,56,101,100,57,1,/m/013y1f,/music/performance_role/regular_performances./music/group_membership/role,/m/01wy6
1,0,145,144,204,203,146,1,/m/0133x7,/people/person/profession,/m/0n1h
0,0,0,0,3,3,90,0,/m/0134bf,/location/location/contains,/m/0q9sg
0,0,50,50,100,99,73,0,/m/01msrb,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj
0,0,15,0,52,20,3,0,/m/014635,/organization/organization_member/member_of./organization/organization_membership/organization,/m/01p4vl
1,0,268,267,326,325,269,1,/m/011_vz,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f77l
1,0,50,24,93,64,26,1,/m/013y1f,/music/performance_role/regular_performances./music/group_membership/group,/m/0134wr
0,0,14,14,50,49,125,0,/m/0146mv,/music/record_label/artist,/m/01pfr3
0,0,6,5,39,35,150,0,/m/011w20,/people/person/places_lived./people/place_lived/location,/m/01p95y0
0,0,11,0,29,15,79,0,/m/011_6p,/music/performance_role/track_performances./music/track_contribution/role,/m/03d9d6
1,0,149,148,177,176,150,1,/m/01243b,/music/genre/artists,/m/0kr_t
2,0,239,17,297,270,18,1,/m/013w7j,/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,/m/01vw20h
0,0,0,0,6,6,8,0,/m/0565cz,/film/film/personal_appearances./film/personal_film_appearance/person,/m/0163t3
0,0,0,0,3,3,125,0,/m/0jcmj,/music/record_label/artist,/m/03sww
0,0,24,23,78,77,120,0,/m/0138t4,/common/topic/webpage./common/webpage/category,/m/02k21g
0,0,0,0,0,0,7,0,/m/016clz,/location/administrative_division/first_level_division_of,/m/0h7x
2,0,83,78,90,89,79,1,/m/011k_j,/music/performance_role/track_performances./music/track_contribution/role,/m/0mbct
0,0,3,1,20,18,44,0,/m/013d7t,/location/hud_county_place/place,/m/0x2p
0,0,0,0,1,1,40,0,/m/01400v,/film/film/production_companies,/m/017s11
1,0,145,144,204,203,146,1,/m/013423,/people/person/profession,/m/0nbcg
1,0,31,30,58,57,32,1,/m/0140g4,/award/award_winning_work/awards_won./award/award_honor/honored_for,/m/03phtz
2,0,240,124,356,273,125,1,/m/011k1h,/music/record_label/artist,/m/0134s5
1,0,236,235,300,299,237,1,/m/013qvn,/film/actor/film./film/performance/film,/m/0pd57
0,0,0,0,7,3,19,0,/m/0125q1,/location/administrative_division/country,/m/019x62
1,0,31,30,58,57,32,1,/m/0140g4,/award/award_winning_work/awards_won./award/award_honor/honored_for,/m/02scbv
0,0,6,6,33,32,269,0,/m/01shhf,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0fhpv4
1,0,268,267,326,325,269,1,/m/012x4t,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02nhxf
1,0,67,66,115,114,68,1,/m/011yqc,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0k6nt
0,0,71,0,129,83,43,0,/m/08_vwq,/film/film/country,/m/09c7w0
0,0,80,80,138,137,146,0,/m/0j5g9,/people/person/profession,/m/08z956
0,0,5,0,28,12,68,0,/m/011yqc,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/02822
0,0,1,1,17,16,150,0,/m/0jc6p,/people/person/places_lived./people/place_lived/location,/m/02_286
1,0,145,144,204,203,146,1,/m/01271h,/people/person/profession,/m/01c72t
1,0,34,33,72,71,35,1,/m/011xy1,/education/educational_institution/students_graduates./education/education/student,/m/03_dj
0,0,6,0,53,18,125,0,/m/011k1h,/music/record_label/artist,/m/02l4rh
0,0,1,0,10,5,269,0,/m/01j7rd,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0f4x7
1,0,268,267,326,325,269,0,/m/0137g1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02581q
1,0,35,34,70,69,36,1,/m/011yd2,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/0ch6mp2
2,0,10,9,13,12,10,1,/m/0138mv,/soccer/football_team/current_roster./sports/sports_team_roster/position,/m/02_j1w
1,0,129,118,194,192,120,1,/m/011vx3,/people/person/place_of_birth,/m/0cc56
0,0,0,0,3,3,57,0,/m/0jymd,/music/performance_role/regular_performances./music/group_membership/role,/m/03ndd
1,0,17,16,18,17,18,1,/m/0130xz,/business/job_title/people_with_this_title./business/employment_tenure/company,/m/07wh1
0,0,2,2,28,23,79,0,/m/01336l,/people/ethnicity/people,/m/05l4yg
1,0,81,80,119,118,82,1,/m/0125xq,/film/film/genre,/m/06n90
1,0,47,46,65,64,48,1,/m/010rvx,/location/location/time_zones,/m/02lcqs
1,0,149,148,177,176,150,1,/m/0133_p,/music/genre/artists,/m/016vn3
1,0,67,66,115,114,68,0,/m/0127ps,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0k6nt
1,0,149,148,177,176,150,1,/m/011j5x,/music/genre/artists,/m/02bgmr
1,0,8,7,17,16,9,1,/m/010nlt,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,/m/034x61
0,0,6,0,41,13,43,0,/m/01wbz9,/film/film/country,/m/07ssc
0,0,0,0,0,0,9,0,/m/012mzw,/education/educational_institution/campuses,/m/01hlwv
2,0,78,67,155,124,68,1,/m/011ywj,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/09c7w0
0,0,0,0,3,1,13,0,/m/012w70,/media_common/netflix_genre/titles,/m/02hczc
0,0,0,0,11,11,111,0,/m/030_3z,/award/award_winning_work/awards_won./award/award_honor/award,/m/02ppm4q
0,0,6,6,36,35,125,0,/m/01my_c,/music/record_label/artist,/m/01gf5h
0,0,1,0,8,3,150,0,/m/012gq6,/people/person/places_lived./people/place_lived/location,/m/08qs09
2,0,266,34,334,303,35,1,/m/0127m7,/film/director/film,/m/0kvbl6
1,0,50,49,85,84,51,1,/m/013807,/education/educational_institution/students_graduates./education/education/major_field_of_study,/m/0g26h
2,0,95,78,115,101,79,1,/m/011k_j,/music/performance_role/track_performances./music/track_contribution/role,/m/0342h
1,0,81,80,119,118,82,1,/m/012kyx,/film/film/genre,/m/03npn
1,0,124,123,159,158,125,1,/m/011k11,/music/record_label/artist,/m/03f0vvr
0,0,34,34,85,84,120,0,/m/016z4k,/common/topic/webpage./common/webpage/category,/m/08mbj5d
0,0,72,72,124,123,146,0,/m/09ly2r6,/people/person/profession,/m/0kyk
1,0,149,148,177,176,150,1,/m/01243b,/music/genre/artists,/m/01s21dg
